,CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS
26074,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701040-I.E.S. ISAAC ALBÉNIZ,00590016-MUSICA P.E.S.,1
26075,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701040-I.E.S. ISAAC ALBÉNIZ,00590017-EDUCACION FISICA P.E.S.,1
26076,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701040-I.E.S. ISAAC ALBÉNIZ,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26077,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701040-I.E.S. ISAAC ALBÉNIZ,00590019-TECNOLOGIA P.E.S.,1
26078,MAESTROS,MÁLAGA,MÁLAGA,29701040-I.E.S. ISAAC ALBÉNIZ,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
26079,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,2
26080,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590005-GEOGRAFIA E HISTORIA P.E.S.,1
26081,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590006-MATEMATICAS P.E.S.,3
26082,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590007-FISICA Y QUIMICA P.E.S.,1
26083,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590010-FRANCES P.E.S.,1
26084,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590011-INGLES P.E.S.,2
26085,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590016-MUSICA P.E.S.,1
26086,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590017-EDUCACION FISICA P.E.S.,1
26087,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26088,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00590019-TECNOLOGIA P.E.S.,1
26089,MAESTROS,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
26090,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1
26091,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
26092,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701052-I.E.S. SAGRADO CORAZÓN,11590009-DIBUJO (INGLES) P.E.S.,1
26093,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590001-FILOSOFIA P.E.S.,3
26094,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590002-GRIEGO P.E.S.,1
26095,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590003-LATIN P.E.S.,1
26096,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,10
26097,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590005-GEOGRAFIA E HISTORIA P.E.S.,1
26098,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590006-MATEMATICAS P.E.S.,12
26099,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590007-FISICA Y QUIMICA P.E.S.,2
26100,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1
26101,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590009-DIBUJO P.E.S.,2
26102,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590010-FRANCES P.E.S.,4
26103,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590011-INGLES P.E.S.,9
26104,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590016-MUSICA P.E.S.,2
26105,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590017-EDUCACION FISICA P.E.S.,2
26106,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,2
26107,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590019-TECNOLOGIA P.E.S.,4
26108,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590061-ECONOMIA P.E.S.,1
26109,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00590107-INFORMATICA P.E.S.,1
26110,MAESTROS,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
26111,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,6
26112,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,2
26113,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,4
26114,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701064-I.E.S. TORRE ATALAYA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1
26115,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,2
26116,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590006-MATEMATICAS P.E.S.,3
26117,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590009-DIBUJO P.E.S.,1
26118,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590010-FRANCES P.E.S.,1
26119,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590011-INGLES P.E.S.,3
26120,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590017-EDUCACION FISICA P.E.S.,1
26121,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26122,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590019-TECNOLOGIA P.E.S.,1
26123,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES,1
26124,MAESTROS,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00597APO-APOYO COMPENSACION,1
26125,MAESTROS,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
26126,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2
26127,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1
26128,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
26129,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701076-I.E.S. JUAN RAMÓN JIMÉNEZ,11590016-MUSICA (INGLES) P.E.S.,1
26130,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,2
26131,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590007-FISICA Y QUIMICA P.E.S.,1
26132,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590009-DIBUJO P.E.S.,1
26133,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590010-FRANCES P.E.S.,1
26134,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590011-INGLES P.E.S.,3
26135,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590016-MUSICA P.E.S.,1
26136,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590017-EDUCACION FISICA P.E.S.,1
26137,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26138,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00590019-TECNOLOGIA P.E.S.,1
26139,MAESTROS,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
26140,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2
26141,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,11590006-MATEMATICAS (INGLES) P.E.S.,2
26142,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
26143,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701088-I.E.S. JARDÍN DE MÁLAGA,11590107-INFORMATICA (INGLES) P.E.S.,1
26144,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701091-I.E.S. GUADALMEDINA,00590006-MATEMATICAS P.E.S.,1
26145,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701091-I.E.S. GUADALMEDINA,00590007-FISICA Y QUIMICA P.E.S.,1
26146,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701091-I.E.S. GUADALMEDINA,00590009-DIBUJO P.E.S.,1
26147,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701091-I.E.S. GUADALMEDINA,00590059-APOYO AL AREA CIENTIFICA O TECNOLOGIA,1
26148,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,3
26149,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590005-GEOGRAFIA E HISTORIA P.E.S.,2
26150,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590006-MATEMATICAS P.E.S.,3
26151,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590007-FISICA Y QUIMICA P.E.S.,1
26152,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1
26153,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590009-DIBUJO P.E.S.,1
26154,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590010-FRANCES P.E.S.,1
26155,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590011-INGLES P.E.S.,3
26156,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590016-MUSICA P.E.S.,1
26157,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590017-EDUCACION FISICA P.E.S.,1
26158,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26159,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590019-TECNOLOGIA P.E.S.,1
26160,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES,1
26161,PROFESORES TEC. DE FORMACION PROFESIONAL,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,2
26162,MAESTROS,MÁLAGA,MÁLAGA,29701106-I.E.S. CIUDAD DE MELILLA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
26163,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701118-I.E.S. CARLINDA,00590009-DIBUJO P.E.S.,1
26164,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701118-I.E.S. CARLINDA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26165,MAESTROS,MÁLAGA,MÁLAGA,29701118-I.E.S. CARLINDA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
26166,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,2
26167,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590006-MATEMATICAS P.E.S.,1
26168,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590010-FRANCES P.E.S.,1
26169,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590011-INGLES P.E.S.,2
26170,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26171,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590019-TECNOLOGIA P.E.S.,1
26172,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES,1
26173,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00590059-APOYO AL AREA CIENTIFICA O TECNOLOGIA,1
26174,MAESTROS,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL,1
26175,MAESTROS,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
26176,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2
26177,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590006-MATEMATICAS (INGLES) P.E.S.,1
26178,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1
26179,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
26180,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590009-DIBUJO (INGLES) P.E.S.,1
26181,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590016-MUSICA (INGLES) P.E.S.,1
26182,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701234-I.E.S. JOSÉ MARÍA TORRIJOS,11590017-EDUCACION FISICA (INGLES) P.E.S.,1
26183,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,4
26184,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590005-GEOGRAFIA E HISTORIA P.E.S.,4
26185,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590006-MATEMATICAS P.E.S.,5
26186,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590007-FISICA Y QUIMICA P.E.S.,2
26187,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2
26188,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590009-DIBUJO P.E.S.,1
26189,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590010-FRANCES P.E.S.,1
26190,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590011-INGLES P.E.S.,5
26191,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590016-MUSICA P.E.S.,1
26192,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590017-EDUCACION FISICA P.E.S.,2
26193,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,2
26194,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590019-TECNOLOGIA P.E.S.,2
26195,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES,1
26196,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00590059-APOYO AL AREA CIENTIFICA O TECNOLOGIA,2
26197,PROFESORES TEC. DE FORMACION PROFESIONAL,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00591222-PROC. GESTION ADMINISTRATIVA P.T.F.P.,1
26198,MAESTROS,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00597024-LENGUA CASTELLANA,1
26199,MAESTROS,MÁLAGA,MÁLAGA,29701246-I.E.S. MANUEL ALCÁNTARA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2
26200,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5
26201,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590005-GEOGRAFIA E HISTORIA P.E.S.,1
26202,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590006-MATEMATICAS P.E.S.,5
26203,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1
26204,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590009-DIBUJO P.E.S.,1
26205,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590010-FRANCES P.E.S.,2
26206,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590011-INGLES P.E.S.,5
26207,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590016-MUSICA P.E.S.,1
26208,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590017-EDUCACION FISICA P.E.S.,2
26209,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1
26210,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00590019-TECNOLOGIA P.E.S.,1
26211,MAESTROS,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1
26212,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2
26213,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1
26214,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1
26215,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701258-I.E.S. RAFAEL PÉREZ ESTRADA,11590019-TECNOLOGIA (INGLES) P.E.S.,1
26216,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701301-I.P.E.P. MÁLAGA,00590001-FILOSOFIA P.E.S.,2
26217,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701301-I.P.E.P. MÁLAGA,00590002-GRIEGO P.E.S.,1
26218,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701301-I.P.E.P. MÁLAGA,00590003-LATIN P.E.S.,1
26219,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701301-I.P.E.P. MÁLAGA,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5
26220,PROFESORES DE ENSEÑANZA SECUNDARIA,MÁLAGA,MÁLAGA,29701301-I.P.E.P. MÁLAGA,00590005-GEOGRAFIA E HISTORIA P.E.S.,6
